I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
0, -82, -82, 41, 41, -82, 58, 122, 63, 39, 29, 14, 
0, -87, -87, 43, 43, -87, 58, 126, 73, 39, 24, 14, 
4, -82, -87, 39, 46, -85, 63, 126, 73, 43, 24, 19, 
9, -78, -87, 34, 48, -82, 68, 131, 73, 48, 24, 24, 
4, -73, -78, 34, 41, -75, 73, 141, 82, 53, 29, 24, 
0, -78, -78, 39, 39, -78, 68, 141, 92, 58, 29, 24, 
4, -78, -82, 36, 43, -80, 63, 146, 92, 58, 34, 24, 
9, -78, -87, 34, 48, -82, 68, 146, 92, 63, 39, 19, 
4, -78, -82, 36, 43, -80, 78, 146, 97, 63, 39, 19, 
4, -78, -82, 36, 43, -80, 82, 146, 102, 68, 43, 29, 
9, -78, -87, 34, 48, -82, 92, 156, 102, 73, 48, 34, 
9, -73, -82, 31, 46, -78, 97, 161, 107, 78, 53, 39, 
9, -78, -87, 34, 48, -82, 92, 165, 112, 82, 53, 39, 
9, -73, -82, 31, 46, -78, 87, 165, 112, 82, 53, 39, 
9, -68, -78, 29, 43, -73, 87, 165, 122, 87, 58, 34, 
9, -68, -78, 29, 43, -73, 87, 170, 126, 92, 58, 39, 
9, -73, -82, 31, 46, -78, 92, 175, 126, 87, 53, 43, 
4, -68, -73, 31, 39, -70, 102, 180, 126, 87, 53, 43, 
9, -63, -73, 26, 41, -68, 102, 185, 131, 97, 58, 48, 
19, -63, -82, 21, 51, -73, 87, 190, 136, 102, 63, 48, 
19, -58, -78, 19, 48, -68, 87, 190, 136, 102, 68, 48, 
24, -48, -73, 12, 48, -61, 87, 195, 136, 107, 68, 48, 
19, -53, -73, 17, 46, -63, 87, 195, 141, 112, 68, 53, 
24, -58, -82, 17, 53, -70, 87, 195, 151, 122, 73, 58, 
24, -58, -82, 17, 53, -70, 92, 200, 161, 122, 73, 58, 
24, -58, -82, 17, 53, -70, 97, 204, 165, 126, 78, 58, 
19, -53, -73, 17, 46, -63, 97, 214, 165, 136, 82, 63, 
24, -43, -68, 9, 46, -56, 102, 214, 165, 141, 87, 68, 
29, -39, -68, 4, 48, -53, 107, 219, 165, 136, 87, 63, 
29, -34, -63, 2, 46, -48, 112, 224, 170, 141, 92, 63, 
34, -34, -68, 0, 51, -51, 107, 229, 180, 146, 97, 68, 
39, -34, -73, -2, 56, -53, 107, 234, 195, 151, 97, 68, 
34, -34, -68, 0, 51, -51, 117, 244, 204, 161, 107, 78, 
34, -39, -73, 2, 53, -56, 122, 248, 204, 165, 117, 82, 
39, -39, -78, 0, 58, -58, 126, 253, 209, 170, 112, 82, 
48, -29, -78, -9, 63, -53, 122, 263, 209, 175, 117, 82, 
48, -24, -73, -12, 61, -48, 122, 273, 214, 185, 126, 92, 
48, -14, -63, -17, 56, -39, 126, 278, 224, 190, 131, 97, 
48, -9, -58, -19, 53, -34, 131, 283, 234, 195, 126, 97, 
48, -9, -58, -19, 53, -34, 126, 283, 234, 200, 126, 97, 
48, -9, -58, -19, 53, -34, 126, 287, 234, 200, 131, 102, 
58, 0, -58, -29, 58, -29, 122, 297, 248, 204, 136, 107, 
58, 0, -58, -29, 58, -29, 122, 307, 263, 219, 151, 107, 
53, 4, -48, -29, 51, -21, 126, 312, 263, 234, 161, 107, 
58, 9, -48, -34, 53, -19, 131, 317, 263, 234, 161, 117, 
53, 9, -43, -31, 48, -17, 136, 331, 268, 244, 161, 131, 
58, 14, -43, -36, 51, -14, 136, 346, 278, 248, 170, 131, 
53, 14, -39, -34, 46, -12, 131, 346, 292, 253, 175, 131, 
53, 19, -34, -36, 43, -7, 131, 356, 302, 263, 185, 136, 
58, 29, -29, -43, 43, 0, 141, 366, 307, 268, 190, 146, 
63, 34, -29, -48, 46, 2, 141, 370, 312, 273, 195, 146, 
63, 43, -19, -53, 41, 12, 141, 380, 317, 283, 200, 146, 
68, 53, -14, -61, 41, 19, 141, 400, 326, 302, 209, 156, 
68, 53, -14, -61, 41, 19, 151, 405, 336, 312, 219, 165, 
68, 53, -14, -61, 41, 19, 156, 414, 351, 322, 229, 165, 
68, 58, -9, -63, 39, 24, 165, 419, 361, 331, 224, 175, 
73, 58, -14, -65, 43, 21, 170, 424, 366, 336, 229, 180, 
78, 68, -9, -73, 43, 29, 175, 439, 375, 341, 239, 190, 
82, 78, -4, -80, 43, 36, 175, 458, 390, 346, 248, 195, 
82, 97, 14, -90, 34, 56, 175, 468, 395, 366, 253, 200, 
78, 112, 34, -95, 21, 73, 170, 473, 405, 390, 273, 214, 
82, 117, 34, -100, 24, 75, 165, 478, 414, 395, 283, 219, 
92, 122, 29, -107, 31, 75, 170, 483, 419, 400, 287, 219, 
97, 131, 34, -114, 31, 82, 180, 497, 429, 409, 302, 224, 
97, 136, 39, -117, 29, 87, 190, 512, 453, 429, 322, 239, 
102, 141, 39, -122, 31, 90, 190, 522, 468, 444, 326, 253, 
112, 151, 39, -131, 36, 95, 200, 527, 473, 453, 331, 253, 
112, 156, 43, -134, 34, 100, 204, 531, 473, 458, 341, 258, 
112, 156, 43, -134, 34, 100, 190, 541, 478, 468, 351, 263, 
112, 161, 48, -136, 31, 104, 190, 546, 488, 478, 351, 273, 
117, 165, 48, -141, 34, 107, 200, 551, 488, 483, 356, 278, 
117, 175, 58, -146, 29, 117, 214, 561, 492, 497, 366, 278, 
117, 175, 58, -146, 29, 117, 214, 570, 512, 502, 375, 283, 
122, 180, 58, -151, 31, 119, 209, 570, 517, 512, 380, 287, 
131, 195, 63, -163, 34, 129, 204, 570, 512, 517, 390, 292, 
126, 209, 82, -168, 21, 146, 200, 566, 512, 517, 385, 292, 
122, 214, 92, -168, 14, 153, 195, 566, 522, 522, 390, 297, 
126, 219, 92, -173, 17, 156, 195, 566, 517, 527, 395, 307, 
122, 229, 107, -175, 7, 168, 190, 566, 517, 527, 400, 307, 
122, 234, 112, -178, 4, 173, 190, 566, 527, 527, 400, 307, 
122, 239, 117, -180, 2, 178, 190, 570, 527, 527, 405, 307, 
122, 244, 122, -183, 0, 183, 185, 575, 536, 536, 409, 312, 
117, 244, 126, -180, -4, 185, 180, 566, 536, 536, 405, 307, 
117, 244, 126, -180, -4, 185, 185, 551, 531, 531, 405, 307, 
122, 248, 126, -185, -2, 187, 180, 541, 522, 527, 409, 307, 
136, 263, 126, -200, 4, 195, 180, 531, 512, 531, 409, 307, 
136, 273, 136, -204, 0, 204, 185, 527, 507, 531, 414, 312, 
131, 278, 146, -204, -7, 212, 180, 522, 512, 531, 419, 317, 
122, 278, 156, -200, -17, 217, 175, 517, 517, 531, 419, 312, 
117, 278, 161, -197, -21, 219, 175, 507, 512, 531, 419, 307, 
117, 278, 161, -197, -21, 219, 170, 502, 507, 531, 414, 312, 
122, 278, 156, -200, -17, 217, 165, 488, 502, 522, 409, 307, 
122, 283, 161, -202, -19, 222, 156, 473, 497, 517, 409, 307, 
112, 283, 170, -197, -29, 226, 156, 458, 488, 507, 405, 307, 
107, 278, 170, -192, -31, 224, 161, 444, 468, 497, 400, 302, 
112, 278, 165, -195, -26, 222, 156, 429, 453, 488, 390, 287, 
107, 278, 170, -192, -31, 224, 146, 419, 453, 473, 370, 273, 
97, 273, 175, -185, -39, 224, 136, 400, 439, 458, 351, 268, 
97, 268, 170, -183, -36, 219, 136, 380, 424, 439, 341, 253, 
87, 263, 175, -175, -43, 219, 131, 361, 409, 414, 331, 239, 
82, 248, 165, -165, -41, 207, 126, 341, 390, 405, 322, 234, 
78, 239, 161, -158, -41, 200, 122, 326, 370, 395, 312, 229, 
78, 229, 151, -153, -36, 190, 117, 307, 361, 375, 297, 219, 
73, 214, 141, -143, -34, 178, 117, 297, 341, 351, 283, 200, 
63, 200, 136, -131, -36, 168, 112, 278, 326, 336, 263, 190, 
58, 190, 131, -124, -36, 161, 97, 258, 312, 312, 248, 180, 
48, 170, 122, -109, -36, 146, 87, 239, 297, 287, 229, 170, 
39, 156, 117, -97, -39, 136, 82, 224, 278, 263, 204, 146, 
34, 146, 112, -90, -39, 129, 78, 204, 253, 244, 180, 126, 
29, 141, 112, -85, -41, 126, 68, 185, 229, 224, 165, 117, 
29, 131, 102, -80, -36, 117, 58, 170, 209, 209, 161, 102, 
24, 112, 87, -68, -31, 100, 53, 156, 195, 195, 146, 92, 
19, 107, 87, -63, -34, 97, 53, 146, 190, 180, 131, 87, 
19, 92, 73, -56, -26, 82, 48, 131, 175, 161, 117, 82, 
9, 68, 58, -39, -24, 63, 39, 117, 156, 146, 102, 68, 
0, 53, 53, -26, -26, 53, 43, 102, 136, 122, 87, 53, 
0, 43, 43, -21, -21, 43, 43, 97, 122, 107, 78, 48, 
4, 29, 24, -17, -9, 26, 39, 82, 107, 92, 63, 39, 
-4, 19, 24, -7, -14, 21, 53, 78, 97, 87, 58, 29, 
-9, 14, 24, -2, -17, 19, 63, 68, 78, 73, 48, 24, 
-4, 4, 9, 0, -7, 7, 48, 58, 58, 63, 39, 24, 
-4, 0, 4, 2, -4, 2, 43, 48, 58, 53, 39, 19, 
-4, -4, 0, 4, -2, -2, 43, 43, 58, 39, 34, 9, 
-14, -14, 0, 14, -7, -7, 48, 39, 53, 34, 24, 9, 
-14, -24, -9, 19, -2, -17, 48, 29, 43, 34, 19, 4, 
-14, -29, -14, 21, 0, -21, 43, 24, 29, 19, 4, 0, 
-9, -29, -19, 19, 4, -24, 34, 24, 19, 4, -4, -9, 
-19, -34, -14, 26, -2, -24, 34, 19, 9, -4, -9, -19, 
-24, -39, -14, 31, -4, -26, 29, 9, 9, -14, -19, -19, 
-24, -43, -19, 34, -2, -31, 24, 4, 4, -14, -19, -19, 
-29, -43, -14, 36, -7, -29, 24, 0, 0, -19, -24, -19, 
-39, -53, -14, 46, -12, -34, 24, -4, -9, -24, -29, -29, 
-34, -53, -19, 43, -7, -36, 24, -9, -9, -29, -39, -34, 
-34, -48, -14, 41, -9, -31, 24, -9, -9, -34, -43, -39, 
-34, -53, -19, 43, -7, -36, 29, -4, -14, -34, -43, -34, 
-34, -58, -24, 46, -4, -41, 24, -9, -19, -29, -43, -29, 
-34, -58, -24, 46, -4, -41, 14, -14, -24, -39, -43, -34, 
-39, -63, -24, 51, -7, -43, 14, -9, -24, -43, -39, -34, 
-34, -68, -34, 51, 0, -51, 29, -14, -24, -34, -39, -29, 
-29, -68, -39, 48, 4, -53, 34, -14, -19, -34, -39, -34, 
-29, -68, -39, 48, 4, -53, 29, -14, -19, -43, -48, -39, 
-29, -68, -39, 48, 4, -53, 24, -9, -19, -48, -48, -43, 
-34, -68, -34, 51, 0, -51, 24, -14, -34, -48, -53, -43, 
-34, -63, -29, 48, -2, -46, 29, -19, -39, -53, -58, -48, 
-34, -58, -24, 46, -4, -41, 29, -14, -39, -63, -68, -53, 
-39, -58, -19, 48, -9, -39, 24, -19, -34, -58, -63, -48, 
-39, -63, -24, 51, -7, -43, 19, -24, -29, -53, -63, -43, 
-39, -68, -29, 53, -4, -48, 19, -19, -34, -48, -53, -43, 
-39, -68, -29, 53, -4, -48, 19, -19, -34, -43, -43, -39, 
-39, -73, -34, 56, -2, -53, 19, -14, -29, -48, -43, -43, 
-39, -78, -39, 58, 0, -58, 19, -19, -34, -53, -53, -43, 
-39, -82, -43, 61, 2, -63, 24, -24, -34, -53, -58, -48, 
-39, -78, -39, 58, 0, -58, 34, -14, -34, -58, -68, -48, 
-39, -78, -39, 58, 0, -58, 29, -14, -34, -58, -58, -48, 
-39, -73, -34, 56, -2, -53, 29, -19, -29, -53, -48, -48, 
-39, -73, -34, 56, -2, -53, 24, -14, -24, -48, -48, -43, 
-43, -73, -29, 58, -7, -51, 19, -9, -19, -43, -48, -34, 
-39, -82, -43, 61, 2, -63, 19, -9, -19, -48, -43, -34, 
-39, -87, -48, 63, 4, -68, 19, -9, -24, -43, -34, -29, 
-39, -82, -43, 61, 2, -63, 19, -14, -24, -34, -34, -29, 
-39, -78, -39, 58, 0, -58, 19, -14, -24, -39, -39, -29, 
-34, -73, -39, 53, 2, -56, 19, -14, -24, -39, -43, -29, 
-29, -78, -48, 53, 9, -63, 19, -9, -19, -43, -43, -29, 
-34, -78, -43, 56, 4, -61, 19, -4, -9, -43, -48, -29, 
-43, -82, -39, 63, -2, -61, 14, -4, -9, -39, -48, -29, 
-43, -82, -39, 63, -2, -61, 9, -4, -14, -39, -48, -29, 
-43, -82, -39, 63, -2, -61, 14, -9, -14, -43, -53, -34, 
-43, -78, -34, 61, -4, -56, 19, -4, -19, -43, -53, -39, 
-34, -68, -34, 51, 0, -51, 24, -4, -19, -43, -48, -34, 
-19, -58, -39, 39, 9, -48, 24, -4, -19, -43, -43, -29, 
-14, -58, -43, 36, 14, -51, 4, -9, -24, -48, -48, -34, 
-29, -63, -34, 46, 2, -48, -4, -14, -19, -53, -53, -39, 
-29, -58, -29, 43, 0, -43, 0, -9, -14, -48, -58, -39, 
-24, -53, -29, 39, 2, -41, 4, -4, -14, -53, -58, -39, 
-29, -58, -29, 43, 0, -43, 14, -4, -19, -53, -53, -34, 
-34, -73, -39, 53, 2, -56, 39, -14, -19, -53, -48, -34, 
-29, -68, -39, 48, 4, -53, 39, -9, -19, -43, -43, -29, 
-19, -58, -39, 39, 9, -48, 24, -9, -24, -43, -43, -29, 
-29, -58, -29, 43, 0, -43, 29, -9, -24, -48, -43, -34, 
-34, -63, -29, 48, -2, -46, 39, -4, -19, -43, -48, -34, 
-24, -58, -34, 41, 4, -46, 34, -4, -14, -39, -48, -39, 
-19, -53, -34, 36, 7, -43, 34, -4, -14, -34, -39, -34, 
-24, -48, -24, 36, 0, -36, 34, -4, -9, -34, -34, -24, 
-29, -53, -24, 41, -2, -39, 29, -4, -9, -34, -29, -24, 
-19, -58, -39, 39, 9, -48, 19, -9, -14, -34, -34, -19, 
-14, -68, -53, 41, 19, -61, 24, -9, -19, -34, -34, -14, 
-14, -73, -58, 43, 21, -65, 24, -9, -19, -39, -29, -19, 
-14, -73, -58, 43, 21, -65, 24, -9, -14, -34, -29, -19, 
-9, -68, -58, 39, 24, -63, 24, -4, -4, -34, -34, -24, 
-14, -68, -53, 41, 19, -61, 24, -4, -9, -34, -39, -24, 
-14, -68, -53, 41, 19, -61, 19, 0, -14, -39, -43, -34, 
-9, -63, -53, 36, 21, -58, 9, 0, -9, -39, -43, -34, 
-14, -63, -48, 39, 17, -56, 0, -4, -9, -34, -39, -34, 
-24, -63, -39, 43, 7, -51, 4, -9, -14, -34, -39, -34, 
-19, -58, -39, 39, 9, -48, 19, -9, -19, -29, -29, -24, 
-14, -58, -43, 36, 14, -51, 29, -9, -24, -29, -29, -19, 
-19, -58, -39, 39, 9, -48, 34, -4, -19, -34, -34, -29, 
-24, -63, -39, 43, 7, -51, 34, -4, -9, -39, -48, -34, 
-24, -58, -34, 41, 4, -46, 29, -4, -14, -34, -48, -34, 
-24, -58, -34, 41, 4, -46, 24, -4, -19, -34, -39, -29, 
-19, -68, -48, 43, 14, -58, 19, -4, -24, -43, -34, -29, 
-24, -78, -53, 51, 14, -65, 14, -9, -29, -43, -39, -24, 
-24, -73, -48, 48, 12, -61, 14, -9, -34, -34, -39, -24, 
-24, -68, -43, 46, 9, -56, 9, -14, -39, -29, -34, -24, 
-29, -73, -43, 51, 7, -58, 9, -14, -34, -29, -39, -29, 
-29, -73, -43, 51, 7, -58, 14, -14, -29, -39, -43, -34, 
-24, -68, -43, 46, 9, -56, 14, -14, -39, -48, -48, -39, 
-19, -63, -43, 41, 12, -53, 14, -19, -39, -48, -43, -39, 
-19, -68, -48, 43, 14, -58, 14, -19, -39, -43, -43, -39, 
-29, -73, -43, 51, 7, -58, 9, -19, -39, -43, -53, -34, 
-29, -73, -43, 51, 7, -58, 9, -14, -43, -39, -48, -34, 
-24, -68, -43, 46, 9, -56, 14, -14, -39, -43, -48, -34, 
-24, -68, -43, 46, 9, -56, 19, -9, -39, -48, -48, -29, 
-19, -68, -48, 43, 14, -58, 14, -9, -39, -43, -53, -34, 
-24, -73, -48, 48, 12, -61, 9, -14, -39, -48, -58, -39, 
-24, -78, -53, 51, 14, -65, 4, -14, -39, -53, -58, -39, 
-29, -78, -48, 53, 9, -63, 9, -14, -43, -48, -58, -39, 
-29, -82, -53, 56, 12, -68, 9, -19, -48, -48, -53, -34, 
-24, -87, -63, 56, 19, -75, 14, -29, -48, -58, -48, -34, 
-19, -82, -63, 51, 21, -73, 19, -24, -48, -58, -48, -29, 
-19, -73, -53, 46, 17, -63, 24, -19, -43, -48, -48, -29, 
-19, -78, -58, 48, 19, -68, 19, -14, -39, -39, -43, -29, 
-24, -82, -58, 53, 17, -70, 14, -14, -39, -43, -39, -29, 
-24, -87, -63, 56, 19, -75, 9, -19, -48, -43, -43, -24, 
-14, -82, -68, 48, 26, -75, 9, -24, -48, -48, -48, -24, 
-14, -82, -68, 48, 26, -75, 19, -24, -48, -53, -53, -29, 
-19, -87, -68, 53, 24, -78, 24, -19, -48, -53, -58, -34, 
-19, -97, -78, 58, 29, -87, 19, -14, -48, -53, -58, -39, 
-24, -92, -68, 58, 21, -80, 4, -24, -53, -58, -63, -43, 
-34, -87, -53, 61, 9, -70, -9, -29, -53, -68, -68, -43, 
-29, -82, -53, 56, 12, -68, -14, -29, -53, -68, -73, -48, 
-24, -82, -58, 53, 17, -70, -9, -29, -53, -73, -78, -48, 
-24, -82, -58, 53, 17, -70, 9, -29, -58, -78, -82, -48, 
-34, -87, -53, 61, 9, -70, 19, -29, -63, -78, -78, -43, 
-34, -82, -48, 58, 7, -65, 4, -29, -63, -78, -73, -48, 
-24, -78, -53, 51, 14, -65, -9, -29, -63, -73, -73, -48, 
-24, -82, -58, 53, 17, -70, -4, -29, -63, -73, -68, -39, 
-24, -87, -63, 56, 19, -75, 4, -24, -58, -68, -58, -29, 
-29, -87, -58, 58, 14, -73, 9, -24, -53, -63, -53, -29, 
-24, -92, -68, 58, 21, -80, 14, -29, -53, -68, -63, -39, 
-24, -97, -73, 61, 24, -85, 19, -34, -63, -78, -73, -39, 
-34, -92, -58, 63, 12, -75, 24, -29, -63, -78, -73, -43, 
-34, -92, -58, 63, 12, -75, 19, -29, -68, -78, -78, -48, 
-19, -92, -73, 56, 26, -82, 14, -29, -68, -82, -78, -48, 
-19, -87, -68, 53, 24, -78, 9, -34, -68, -82, -73, -43, 
-34, -87, -53, 61, 9, -70, 19, -29, -63, -78, -68, -39, 
-29, -87, -58, 58, 14, -73, 29, -29, -58, -78, -68, -39, 
-19, -82, -63, 51, 21, -73, 29, -34, -63, -78, -78, -43, 
-24, -87, -63, 56, 19, -75, 19, -34, -63, -78, -73, -43, 
-34, -92, -58, 63, 12, -75, 9, -29, -58, -73, -68, -43, 
-24, -87, -63, 56, 19, -75, 4, -24, -58, -68, -68, -43, 
-19, -82, -63, 51, 21, -73, 0, -29, -63, -63, -73, -43, 
-19, -82, -63, 51, 21, -73, 0, -34, -73, -73, -78, -43, 
-24, -82, -58, 53, 17, -70, 0, -34, -73, -82, -78, -48, 
-24, -82, -58, 53, 17, -70, 4, -34, -73, -78, -78, -48, 
-24, -87, -63, 56, 19, -75, 14, -34, -68, -73, -82, -48, 
-24, -92, -68, 58, 21, -80, 19, -34, -68, -73, -82, -48, 
-24, -92, -68, 58, 21, -80, 9, -29, -68, -73, -82, -53, 
-34, -92, -58, 63, 12, -75, 14, -29, -63, -73, -82, -48, 
-24, -97, -73, 61, 24, -85, 19, -34, -73, -73, -87, -53, 
-19, -92, -73, 56, 26, -82, 19, -34, -78, -73, -82, -48, 
-19, -92, -73, 56, 26, -82, 14, -39, -73, -73, -78, -48, 
-34, -92, -58, 63, 12, -75, 9, -39, -68, -73, -73, -48, 
-24, -82, -58, 53, 17, -70, 9, -39, -73, -82, -68, -53, 
-19, -82, -63, 51, 21, -73, 9, -39, -73, -82, -73, -53, 
-24, -87, -63, 56, 19, -75, 9, -34, -63, -87, -78, -48, 
-34, -87, -53, 61, 9, -70, 9, -29, -58, -82, -78, -48, 
-34, -92, -58, 63, 12, -75, 9, -29, -58, -82, -78, -48, 
-29, -87, -58, 58, 14, -73, 4, -34, -63, -87, -82, -48, 
-24, -78, -53, 51, 14, -65, 0, -39, -73, -87, -78, -48, 
-24, -78, -53, 51, 14, -65, 4, -39, -78, -92, -78, -48, 
-19, -82, -63, 51, 21, -73, 9, -29, -73, -87, -78, -48, 
-19, -92, -73, 56, 26, -82, 4, -34, -68, -82, -78, -53, 
-34, -92, -58, 63, 12, -75, 4, -39, -68, -82, -78, -53, 
-34, -87, -53, 61, 9, -70, 4, -39, -68, -82, -78, -48, 
-24, -82, -58, 53, 17, -70, 4, -34, -73, -82, -82, -53, 
-24, -78, -53, 51, 14, -65, 9, -34, -78, -87, -87, -58, 
-34, -78, -43, 56, 4, -61, 9, -34, -78, -87, -87, -58, 
-24, -82, -58, 53, 17, -70, 4, -29, -68, -82, -87, -53, 
-24, -87, -63, 56, 19, -75, 4, -29, -63, -78, -82, -53, 
-34, -92, -58, 63, 12, -75, 4, -29, -58, -78, -78, -53, 
-34, -87, -53, 61, 9, -70, 9, -29, -58, -78, -82, -48, 
-24, -87, -63, 56, 19, -75, 9, -24, -63, -78, -82, -48, 
-24, -92, -68, 58, 21, -80, 4, -29, -63, -78, -78, -43, 
-34, -97, -63, 65, 14, -80, 4, -39, -58, -78, -73, -39, 
-29, -97, -68, 63, 19, -82, 0, -39, -63, -73, -73, -39, 
-24, -97, -73, 61, 24, -85, -4, -39, -68, -78, -78, -39, 
-24, -92, -68, 58, 21, -80, -4, -43, -82, -87, -82, -43, 
-24, -92, -68, 58, 21, -80, 4, -39, -78, -82, -87, -53, 
-34, -92, -58, 63, 12, -75, 9, -39, -73, -82, -92, -53, 
-43, -97, -53, 70, 4, -75, 9, -34, -73, -78, -87, -48, 
-39, -97, -58, 68, 9, -78, 9, -34, -68, -73, -82, -48, 
-34, -87, -53, 61, 9, -70, 14, -34, -68, -73, -78, -43, 
-29, -87, -58, 58, 14, -73, 19, -34, -73, -82, -78, -43, 
-24, -92, -68, 58, 21, -80, 14, -34, -73, -82, -78, -43, 
-24, -92, -68, 58, 21, -80, 9, -34, -73, -82, -73, -43, 
-29, -87, -58, 58, 14, -73, 9, -34, -63, -78, -73, -43, 
-39, -87, -48, 63, 4, -68, 14, -34, -58, -78, -73, -48, 
-34, -82, -48, 58, 7, -65, 14, -34, -63, -73, -78, -43, 
-19, -58, -39, 39, 9, -48, 14, -29, -58, -68, -73, -39, 
-19, -48, -29, 34, 4, -39, 19, -24, -53, -63, -68, -39, 
-29, -43, -14, 36, -7, -29, 24, -24, -48, -63, -73, -43, 
-24, -43, -19, 34, -2, -31, 39, -19, -48, -63, -73, -39, 
-24, -39, -14, 31, -4, -26, 43, -19, -48, -58, -68, -39, 
-29, -39, -9, 34, -9, -24, 43, -24, -53, -68, -73, -43, 
-29, -39, -9, 34, -9, -24, 43, -19, -39, -68, -73, -43, 
-24, -34, -9, 29, -7, -21, 43, -9, -34, -58, -68, -39, 
-19, -34, -14, 26, -2, -24, 43, -4, -34, -58, -68, -43, 
-24, -39, -14, 31, -4, -26, 39, -9, -34, -58, -68, -34, 
-24, -34, -9, 29, -7, -21, 43, -9, -29, -53, -58, -29, 
-14, -19, -4, 17, -4, -12, 48, -9, -34, -53, -58, -39, 
-9, -9, 0, 9, -4, -4, 39, -9, -34, -53, -63, -39, 
-9, -14, -4, 12, -2, -9, 29, -9, -29, -48, -63, -39, 
-14, -19, -4, 17, -4, -12, 34, 0, -19, -39, -53, -34, 
-14, -19, -4, 17, -4, -12, 39, 0, -14, -39, -53, -34, 
-9, -9, 0, 9, -4, -4, 39, -4, -9, -43, -58, -29, 
-9, -4, 4, 7, -7, 0, 48, -4, -9, -48, -58, -29, 
-9, -4, 4, 7, -7, 0, 48, -4, -4, -43, -58, -34, 
-9, 0, 9, 4, -9, 4, 34, -14, -4, -43, -58, -34, 
-9, 14, 24, -2, -17, 19, 19, -24, -14, -43, -58, -34, 
-9, 29, 39, -9, -24, 34, 19, -34, -19, -39, -48, -29, 
-9, 29, 39, -9, -24, 34, 4, -39, -19, -43, -48, -29, 
-9, 24, 34, -7, -21, 29, -14, -48, -24, -43, -53, -34, 
-9, 19, 29, -4, -19, 24, -24, -58, -34, -48, -58, -39, 
-9, 24, 34, -7, -21, 29, -24, -58, -34, -48, -58, -34, 
-19, 29, 48, -4, -34, 39, -9, -53, -29, -48, -58, -29, 
-19, 34, 53, -7, -36, 43, -4, -53, -34, -48, -53, -29, 
-9, 39, 48, -14, -29, 43, -4, -53, -48, -48, -58, -34, 
-9, 48, 58, -19, -34, 53, 0, -53, -39, -48, -63, -39, 
-9, 58, 68, -24, -39, 63, 0, -48, -24, -43, -58, -34, 
-4, 68, 73, -31, -39, 70, -9, -48, -19, -39, -53, -29, 
0, 73, 73, -36, -36, 73, -19, -53, -14, -34, -43, -29, 
4, 68, 63, -36, -29, 65, -19, -53, -24, -34, -39, -19, 
14, 58, 43, -36, -14, 51, -19, -53, -34, -34, -39, -14, 
14, 48, 34, -31, -9, 41, -19, -53, -39, -39, -39, -19, 
14, 39, 24, -26, -4, 31, -24, -58, -48, -43, -39, -19, 
19, 29, 9, -24, 4, 19, -34, -58, -58, -48, -43, -14, 
24, 14, -9, -19, 17, 2, -39, -63, -68, -58, -48, -14, 
24, -4, -29, -9, 26, -17, -43, -58, -68, -58, -53, -9, 
14, -19, -34, 2, 24, -26, -43, -53, -63, -53, -53, -9, 
4, -29, -34, 12, 19, -31, -34, -48, -63, -63, -48, -19, 
0, -39, -39, 19, 19, -39, -24, -48, -63, -63, -53, -24, 
-9, -53, -43, 31, 17, -48, -9, -48, -63, -68, -58, -24, 
-24, -68, -43, 46, 9, -56, 14, -48, -68, -68, -63, -29, 
-29, -73, -43, 51, 7, -58, 14, -48, -78, -73, -73, -39, 
-29, -82, -53, 56, 12, -68, 0, -53, -92, -87, -82, -53, 
-29, -92, -63, 61, 17, -78, 4, -58, -97, -97, -92, -58, 
-29, -87, -58, 58, 14, -73, 4, -58, -97, -97, -97, -53, 
-29, -82, -53, 56, 12, -68, -9, -63, -97, -97, -97, -58, 
-29, -87, -58, 58, 14, -73, -9, -63, -102, -102, -97, -58, 
-34, -87, -53, 61, 9, -70, -4, -63, -102, -102, -97, -58, 
-29, -82, -53, 56, 12, -68, -4, -58, -97, -102, -102, -58, 
-29, -87, -58, 58, 14, -73, -4, -63, -102, -97, -102, -58, 
-34, -97, -63, 65, 14, -80, -9, -63, -102, -102, -102, -58, 
-34, -107, -73, 70, 19, -90, -9, -68, -107, -112, -112, -58, 
-39, -107, -68, 73, 14, -87, -19, -68, -107, -117, -117, -63, 
-43, -117, -73, 80, 14, -95, -19, -68, -112, -117, -112, -68, 
-39, -122, -82, 80, 21, -102, -14, -68, -112, -117, -112, -63, 
-34, -122, -87, 78, 26, -104, -9, -68, -112, -117, -112, -63, 
-39, -122, -82, 80, 21, -102, -9, -68, -107, -112, -112, -63, 
-34, -117, -82, 75, 24, -100, -4, -68, -107, -107, -107, -63, 
-34, -107, -73, 70, 19, -90, 0, -68, -117, -107, -107, -63, 
-29, -107, -78, 68, 24, -92, 4, -63, -112, -112, -112, -63, 
-24, -112, -87, 68, 31, -100, 4, -58, -102, -107, -107, -53, 
-29, -117, -87, 73, 29, -102, 9, -53, -97, -107, -107, -53, 
-39, -117, -78, 78, 19, -97, 9, -48, -97, -107, -112, -58, 
-39, -117, -78, 78, 19, -97, 0, -48, -97, -107, -112, -58, 
-34, -112, -78, 73, 21, -95, -4, -53, -97, -107, -107, -58, 
-29, -112, -82, 70, 26, -97, 0, -48, -102, -107, -107, -58, 
-24, -112, -87, 68, 31, -100, 0, -48, -102, -107, -112, -58, 
